TOP_DIRECTOR,OPEN_MONTH,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,PRI_GENRE_NM,WATCH_GRADE_NM,TOP_ACTOR,SERIES,NAVER_CMT_NN,NAVER_EX_PT,ORI_BOOK,AUDI_ACC
기타,2,1,8,99,독일,기타,어드벤처,전체관람가,기타,0,157,396,0,6824
기타,2,1,9,121,프랑스,기타,드라마,청소년관람불가,기타,,32,0,1,6822
기타,11,4,46,145,일본,기타,드라마,12세이상관람가,기타,,182,0,0,6807
기타,1,1,3,117,일본,기타,드라마,12세이상관람가,기타,,35,274,1,6788
기타,3,1,13,94,프랑스,기타,액션,청소년관람불가,기타,,3,17,0,6786
기타,5,2,19,95,한국,(주)넥스트엔터테인먼트월드(NEW),다큐멘터리,12세이상관람가,기타,0,92,382,0,6774
기타,9,3,38,97,영국,기타,다큐멘터리,12세이상관람가,기타,0,35,300,0,6765
기타,1,1,1,122,중국,기타,멜로,12세이상관람가,기타,1,28,0,0,6755
기타,8,3,35,90,프랑스,기타,코미디,12세이상관람가,기타,,13,218,0,6737
기타,5,2,20,108,미국,기타,코미디,15세이상관람가,기타,,4,0,0,6734
기타,3,1,11,97,프랑스,기타,드라마,15세이상관람가,기타,0,27,139,0,6726
기타,11,4,47,116,일본,필라멘트픽쳐스,멜로,12세이상관람가,기타,,38,0,0,6726
기타,8,3,32,105,스페인,씨네그루(주)다우기술,드라마,청소년관람불가,기타,,16,0,0,6717
기타,7,3,29,111,일본,기타,드라마,12세이상관람가,기타,0,36,0,0,6713
기타,10,4,40,126,미국,기타,범죄,15세이상관람가,기타,0,21,84,0,6701
기타,3,1,11,128,프랑스,기타,드라마,15세이상관람가,기타,0,48,325,0,6701
기타,8,3,33,116,기타,기타,멜로,15세이상관람가,기타,,41,83,0,6694
기타,7,3,29,109,중국,(주)인벤트스톤,액션,청소년관람불가,기타,,77,103,0,6682
기타,5,2,21,103,캐나다,기타,드라마,15세이상관람가,기타,0,15,195,0,6668
기타,11,4,48,99,한국,기타,가족,전체관람가,기타,0,26,420,0,6668
기타,12,4,49,109,기타,판씨네마(주),드라마,청소년관람불가,기타,0,16,0,0,6664
기타,4,2,16,104,기타,기타,드라마,15세이상관람가,기타,,6,53,0,6651
김성훈,12,4,49,101,한국,기타,드라마,15세이상관람가,기타,0,89,0,0,6627
기타,6,2,24,90,영국,기타,드라마,청소년관람불가,기타,,16,0,0,6626
기타,3,1,13,92,일본,기타,애니메이션,12세이상관람가,기타,0,34,306,1,6618
기타,2,1,8,101,한국,기타,드라마,15세이상관람가,기타,0,30,764,1,6592
데이비드 에이어,7,3,30,102,미국,기타,범죄,청소년관람불가,아놀드 슈왈제네거,0,95,187,0,6591
기타,3,1,13,96,일본,기타,드라마,15세이상관람가,기타,,7,0,0,6587
기타,6,2,25,63,일본,기타,애니메이션,12세이상관람가,기타,,29,926,0,6573
기타,9,3,38,67,기타,기타,애니메이션,전체관람가,기타,,61,41,0,6568
기타,3,1,13,97,아이슬란드,기타,드라마,12세이상관람가,기타,0,11,93,0,6563
기타,7,3,29,94,이탈리아,기타,드라마,청소년관람불가,기타,,8,165,1,6548
기타,5,2,19,118,대만,기타,멜로,15세이상관람가,기타,0,213,604,0,6545
기타,7,3,27,116,호주,기타,스릴러,청소년관람불가,기타,,216,333,0,6529
빌 콘돈,5,2,21,103,영국,기타,범죄,12세이상관람가,기타,,109,691,1,6518
기타,9,3,36,79,한국,롯데쇼핑㈜롯데엔터테인먼트,다큐멘터리,전체관람가,기타,0,34,449,0,6514
기타,6,2,24,83,미국,기타,멜로,15세이상관람가,기타,,10,186,0,6513
기타,6,2,24,78,한국,기타,다큐멘터리,전체관람가,기타,,21,140,0,6489
기타,3,1,12,137,일본,기타,드라마,청소년관람불가,기타,,27,0,0,6477
기타,7,3,27,105,일본,기타,미스터리,15세이상관람가,기타,,11,153,0,6469
기타,12,4,49,93,프랑스,기타,드라마,청소년관람불가,기타,,12,0,0,6468
기타,9,3,37,95,벨기에,기타,코미디,15세이상관람가,기타,,28,173,0,6446
기타,11,4,45,93,미국,기타,액션,15세이상관람가,기타,,64,22,0,6431
기타,2,1,9,115,일본,기타,액션,청소년관람불가,기타,,5,6,0,6412
기타,5,2,19,108,아르헨티나,기타,범죄,15세이상관람가,기타,0,36,237,0,6405
기타,10,4,44,99,캐나다,기타,드라마,12세이상관람가,기타,,44,250,0,6394
기타,10,4,43,101,미국,기타,멜로,12세이상관람가,기타,,16,231,0,6367
기타,12,4,49,118,일본,기타,범죄,청소년관람불가,기타,0,65,558,1,6350
기타,11,4,46,87,중국,기타,애니메이션,전체관람가,기타,,145,429,0,6347
기타,9,3,38,109,홍콩,씨네그루(주)키다리이엔티,판타지,12세이상관람가,기타,0,44,436,0,6343
기타,1,1,1,107,미국,기타,스릴러,15세이상관람가,기타,0,85,0,0,6342
기타,9,3,38,111,일본,기타,드라마,전체관람가,기타,,5,0,0,6336
기타,3,1,9,112,미국,이십세기폭스코리아(주),드라마,15세이상관람가,기타,,7,0,0,6313
기타,5,2,22,97,영국,기타,코미디,청소년관람불가,기타,0,39,0,0,6312
기타,7,3,30,104,영국,기타,드라마,청소년관람불가,기타,,185,0,0,6309
기타,10,4,44,103,영국,판씨네마(주),드라마,12세이상관람가,기타,0,153,763,0,6301
기타,5,2,19,74,벨기에,기타,애니메이션,12세이상관람가,기타,,13,229,1,6299
기타,5,2,20,105,일본,기타,드라마,전체관람가,기타,,32,238,0,6296
기타,3,1,12,93,미국,기타,미스터리,15세이상관람가,기타,,79,51,0,6291
기타,8,3,35,95,프랑스,기타,코미디,15세이상관람가,기타,,46,0,0,6291
김주환,10,4,43,103,한국,기타,드라마,15세이상관람가,기타,0,192,0,0,6287
기타,5,2,21,103,한국,기타,가족,전체관람가,기타,0,35,0,0,6287
기타,4,2,14,83,한국,기타,멜로,청소년관람불가,기타,0,2,34,0,6276
기타,12,4,49,150,기타,기타,드라마,15세이상관람가,기타,,8,0,0,6275
기타,4,2,15,119,일본,기타,판타지,청소년관람불가,기타,,158,0,0,6264
기타,11,4,46,78,일본,기타,애니메이션,전체관람가,기타,,12,0,0,6261
기타,12,4,52,112,캐나다,기타,미스터리,청소년관람불가,기타,0,45,216,0,6244
기타,12,4,52,90,미국,판씨네마(주),코미디,12세이상관람가,기타,0,3,35,0,6234
기타,4,2,14,97,미국,(주)쇼박스,액션,청소년관람불가,브래드 피트,0,123,0,0,6232
기타,2,1,8,106,기타,롯데쇼핑㈜롯데엔터테인먼트,드라마,15세이상관람가,기타,,3,0,0,6229
기타,10,4,40,57,일본,기타,애니메이션,전체관람가,기타,0,10,126,0,6226
기타,4,2,14,99,한국,기타,다큐멘터리,12세이상관람가,기타,0,132,1886,0,6199
기타,4,2,16,87,일본,기타,애니메이션,전체관람가,기타,0,106,429,0,6167
기타,2,1,7,99,독일,기타,드라마,청소년관람불가,기타,,2,0,0,6161
기타,7,3,27,109,미국,기타,드라마,15세이상관람가,기타,,1,33,0,6137
기타,10,4,40,96,홍콩,기타,드라마,청소년관람불가,기타,,35,0,0,6131
기타,12,4,52,92,기타,기타,드라마,15세이상관람가,기타,,7,0,0,6128
기타,12,4,51,115,스웨덴,기타,멜로,15세이상관람가,기타,0,29,135,0,6127
기타,5,2,20,75,한국,기타,드라마,전체관람가,기타,0,115,0,0,6109
기타,4,2,16,108,프랑스,기타,멜로,15세이상관람가,기타,,21,225,0,6107
기타,5,2,19,93,미국,기타,액션,청소년관람불가,기타,0,15,29,0,6102
기타,6,2,25,95,한국,씨제이엔터테인먼트,드라마,15세이상관람가,기타,0,255,0,0,6090
기타,10,4,43,91,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,드라마,12세이상관람가,기타,,6,0,0,6083
기타,7,3,27,92,미국,기타,스릴러,15세이상관람가,기타,,70,349,1,6077
기타,3,1,10,95,미국,기타,범죄,15세이상관람가,기타,,309,571,0,6062
기타,11,4,47,121,이탈리아,기타,드라마,12세이상관람가,기타,0,44,410,0,6056
기타,5,2,18,101,한국,기타,멜로,12세이상관람가,기타,0,27,250,0,6034
기타,8,3,33,87,미국,기타,다큐멘터리,12세이상관람가,기타,,9,0,0,6032
기타,12,4,50,120,일본,기타,애니메이션,15세이상관람가,기타,,56,1308,0,6026
기타,1,1,3,92,독일,기타,다큐멘터리,12세이상관람가,기타,,5,0,0,6010
기타,7,3,29,93,한국,기타,다큐멘터리,15세이상관람가,기타,0,28,220,0,6000
기타,3,1,11,102,러시아,기타,액션,15세이상관람가,기타,,1118,0,0,5987
기타,5,2,21,125,프랑스,메가박스중앙(주)플러스엠,멜로,청소년관람불가,기타,0,33,170,0,5961
기타,2,1,8,82,스페인,기타,다큐멘터리,전체관람가,기타,,13,102,0,5952
기타,6,2,23,53,일본,기타,애니메이션,전체관람가,기타,,6,39,0,5950
기타,7,3,27,86,한국,기타,다큐멘터리,12세이상관람가,기타,0,44,191,0,5947
기타,4,2,16,106,프랑스,기타,멜로,청소년관람불가,기타,,1,0,0,5934
기타,1,1,4,111,프랑스,기타,드라마,청소년관람불가,기타,,18,0,1,5930
기타,7,3,29,132,일본,기타,애니메이션,12세이상관람가,기타,,520,0,0,5916
기타,7,3,30,81,한국,기타,애니메이션,전체관람가,기타,,11,36,0,5916
기타,2,1,5,110,영국,판씨네마(주),드라마,청소년관람불가,기타,,12,0,0,5914
기타,12,4,50,80,미국,기타,애니메이션,전체관람가,기타,,9,132,0,5909
기타,11,4,48,122,한국,기타,공연,전체관람가,기타,,33,251,0,5908
기타,4,2,17,122,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마,청소년관람불가,브래드 피트,,44,832,0,5908
기타,11,4,46,75,한국,기타,멜로,청소년관람불가,기타,0,25,0,0,5908
기타,2,1,6,89,러시아,기타,멜로,전체관람가,기타,1,544,595,0,5907
기타,9,3,35,103,일본,기타,애니메이션,전체관람가,기타,,23,246,0,5899
기타,4,2,16,118,일본,기타,멜로,12세이상관람가,기타,,56,315,1,5881
기타,6,2,25,96,프랑스,기타,코미디,12세이상관람가,기타,0,47,202,0,5877
호세 파딜라,6,2,23,107,미국,CGV아트하우스,범죄,12세이상관람가,기타,0,9,45,0,5874
기타,8,3,35,117,일본,기타,액션,15세이상관람가,기타,,63,0,0,5870
기타,3,1,13,129,중국,기타,액션,청소년관람불가,기타,,22,71,0,5864
기타,3,1,12,113,한국,기타,드라마,12세이상관람가,기타,0,9,0,0,5851
기타,12,4,49,118,일본,기타,드라마,12세이상관람가,기타,,166,366,0,5849
기타,9,3,38,105,이탈리아,기타,코미디,15세이상관람가,기타,,1,0,0,5848
기타,1,1,4,112,이탈리아,기타,드라마,청소년관람불가,기타,,37,90,0,5839
기타,3,1,13,127,프랑스,기타,범죄,청소년관람불가,기타,,260,108,0,5828
기타,3,1,11,92,미국,기타,드라마,15세이상관람가,기타,0,17,230,0,5821
기타,10,4,43,114,프랑스,기타,드라마,청소년관람불가,기타,0,9,112,0,5821
기타,4,2,15,98,스페인,기타,드라마,12세이상관람가,기타,,20,0,0,5816
기타,2,1,6,93,미국,기타,판타지,12세이상관람가,기타,,33,0,0,5814
기타,6,2,22,109,한국,기타,다큐멘터리,15세이상관람가,기타,0,16,0,0,5809
기타,6,2,24,114,미국,기타,드라마,청소년관람불가,기타,,7,0,0,5806
기타,7,3,30,130,일본,기타,액션,15세이상관람가,기타,,145,0,0,5798
기타,9,3,37,113,기타,기타,판타지,15세이상관람가,기타,0,13,0,0,5792
기타,9,3,36,92,아르헨티나,기타,드라마,12세이상관람가,기타,,4,34,0,5790
기타,3,1,11,67,기타,기타,애니메이션,전체관람가,기타,,65,1,0,5781
기타,4,2,15,93,기타,기타,드라마,15세이상관람가,기타,0,13,225,0,5772
기타,10,4,44,89,한국,기타,다큐멘터리,12세이상관람가,기타,0,24,207,0,5758
기타,4,2,17,95,프랑스,기타,코미디,15세이상관람가,기타,,7,70,0,5756
기타,7,3,29,91,미국,기타,액션,청소년관람불가,기타,,4,13,0,5742
기타,5,2,20,108,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,다큐멘터리,12세이상관람가,기타,,6,0,0,5741
기타,10,4,42,100,스페인,기타,뮤지컬,15세이상관람가,기타,,3,0,0,5736
기타,6,2,23,126,한국,롯데쇼핑㈜롯데엔터테인먼트,멜로,청소년관람불가,기타,0,47,0,0,5732
기타,9,3,35,90,일본,기타,다큐멘터리,전체관람가,기타,,8,0,0,5728
기타,9,3,38,140,한국,기타,드라마,15세이상관람가,기타,0,54,0,0,5722
기타,12,4,49,140,러시아,기타,드라마,청소년관람불가,기타,,40,0,0,5706
기타,5,2,20,117,프랑스,기타,드라마,15세이상관람가,기타,,23,104,0,5667
기타,1,1,5,108,미국,기타,범죄,15세이상관람가,기타,,103,0,0,5663
기타,9,3,36,88,미국,기타,공포,청소년관람불가,기타,,18,0,0,5650
기타,3,1,11,116,일본,기타,애니메이션,12세이상관람가,기타,,158,950,0,5647
기타,4,2,16,120,일본,기타,드라마,12세이상관람가,기타,0,86,346,0,5631
기타,10,4,43,107,한국,기타,다큐멘터리,전체관람가,기타,0,20,0,0,5619
기타,6,2,26,97,미국,기타,공포,청소년관람불가,기타,,316,1031,1,5617
기타,2,1,6,95,미국,기타,다큐멘터리,12세이상관람가,기타,,0,86,0,5605
기타,10,4,43,85,한국,기타,다큐멘터리,12세이상관람가,기타,0,104,705,0,5605
기타,9,3,36,90,미국,기타,액션,청소년관람불가,기타,,129,0,0,5598
기타,2,1,6,109,중국,기타,코미디,12세이상관람가,기타,,1092,1436,0,5585
기타,3,1,10,96,한국,기타,드라마,15세이상관람가,기타,0,37,816,0,5579
기타,12,4,50,98,한국,기타,다큐멘터리,전체관람가,기타,0,5,104,1,5567
기타,10,4,41,103,프랑스,기타,드라마,15세이상관람가,기타,0,113,414,0,5563
기타,7,3,29,111,일본,기타,애니메이션,12세이상관람가,기타,,84,0,0,5561
기타,7,3,28,91,독일,기타,액션,15세이상관람가,기타,0,12,11,0,5559
기타,6,2,24,113,일본,기타,멜로,청소년관람불가,기타,,31,150,0,5552
기타,9,3,38,96,미국,기타,액션,청소년관람불가,기타,,89,0,0,5550
기타,10,4,42,90,미국,기타,드라마,15세이상관람가,휴 잭맨,,12,0,0,5545
기타,8,3,34,66,일본,씨제이이앤엠(주),애니메이션,12세이상관람가,기타,,71,452,0,5544
기타,12,4,50,68,한국,기타,드라마,청소년관람불가,기타,0,5,0,0,5530
기타,2,1,6,86,한국,기타,다큐멘터리,전체관람가,기타,0,36,98,0,5516
기타,10,4,41,80,미국,기타,스릴러,15세이상관람가,기타,,124,0,0,5511
기타,4,2,15,95,일본,기타,액션,전체관람가,기타,,25,169,0,5510
기타,10,4,42,90,미국,기타,판타지,15세이상관람가,기타,0,10,0,0,5501
기타,11,4,45,92,한국,기타,미스터리,청소년관람불가,기타,0,526,0,0,5491
기타,1,1,3,100,캐나다,기타,드라마,청소년관람불가,기타,0,114,327,0,5488
기타,9,3,39,85,이탈리아,기타,액션,청소년관람불가,기타,,11,0,0,5480
기타,6,2,23,88,한국,(주)인벤트스톤,애니메이션,전체관람가,기타,,4,38,0,5473
기타,7,3,29,99,한국,기타,드라마,청소년관람불가,기타,0,30,395,0,5463
기타,10,4,44,78,한국,기타,멜로,청소년관람불가,기타,,6,32,0,5460
기타,9,3,38,89,미국,기타,액션,15세이상관람가,기타,,39,0,0,5452
기타,11,4,46,91,일본,기타,애니메이션,전체관람가,기타,,24,0,0,5438
기타,11,4,46,127,일본,기타,가족,12세이상관람가,기타,0,78,396,0,5436
기타,10,4,42,99,미국,(주)싸이더스,드라마,15세이상관람가,기타,,15,97,0,5433
기타,9,3,35,95,미국,기타,코미디,청소년관람불가,기타,,57,0,0,5418
기타,2,1,6,92,프랑스,기타,드라마,12세이상관람가,기타,,103,0,0,5414
기타,8,3,35,87,미국,기타,스릴러,청소년관람불가,기타,,0,0,0,5410
기타,10,4,43,92,미국,기타,액션,12세이상관람가,기타,,5,0,0,5410
기타,9,3,37,97,한국,기타,코미디,15세이상관람가,기타,0,71,327,0,5401
기타,7,3,28,88,프랑스,기타,드라마,청소년관람불가,기타,,101,0,0,5399
기타,11,4,47,69,한국,기타,멜로,청소년관람불가,기타,0,4,0,0,5390
기타,8,3,35,90,중국,기타,애니메이션,전체관람가,기타,,16,40,0,5382
기타,3,1,11,119,스웨덴,기타,드라마,15세이상관람가,기타,0,74,182,0,5372
기타,4,2,16,96,프랑스,기타,다큐멘터리,전체관람가,기타,,5,0,0,5368
기타,3,1,9,110,한국,기타,멜로,청소년관람불가,기타,0,38,358,0,5361
기타,12,4,48,124,이탈리아,기타,드라마,청소년관람불가,기타,,7,0,0,5343
기타,12,4,52,113,중국,기타,액션,15세이상관람가,기타,,22,0,0,5340
기타,7,3,30,98,한국,기타,다큐멘터리,전체관람가,기타,,34,0,0,5326
기타,12,4,52,101,미국,기타,액션,청소년관람불가,기타,,82,0,0,5320
기타,11,4,47,101,일본,기타,멜로,12세이상관람가,기타,,63,393,0,5314
기타,9,3,37,109,캐나다,기타,코미디,15세이상관람가,기타,,1,0,0,5312
기타,10,4,41,100,프랑스,기타,드라마,청소년관람불가,기타,,2,0,0,5307
기타,5,2,22,84,일본,씨제이이앤엠(주),애니메이션,12세이상관람가,기타,,28,293,0,5295
기타,12,4,50,122,대만,기타,판타지,15세이상관람가,기타,,41,0,0,5291
기타,11,4,47,115,프랑스,기타,드라마,15세이상관람가,기타,,6,0,0,5287
기타,10,4,40,102,미국,기타,스릴러,청소년관람불가,기타,,117,311,0,5287
이재용,2,1,9,85,한국,필라멘트픽쳐스,드라마,12세이상관람가,기타,0,100,0,0,5284
기타,12,4,48,88,한국,기타,스릴러,청소년관람불가,기타,0,53,0,0,5280
기타,11,4,48,91,호주,기타,스릴러,청소년관람불가,기타,,49,0,0,5279
기타,8,3,33,87,미국,기타,스릴러,15세이상관람가,기타,,71,0,0,5270
기타,8,3,32,100,미국,기타,공포,청소년관람불가,기타,,28,0,0,5262
기타,5,2,21,76,한국,기타,다큐멘터리,12세이상관람가,기타,0,16,94,0,5260
기타,8,3,35,105,프랑스,기타,코미디,청소년관람불가,기타,,14,228,0,5258
기타,11,4,46,88,미국,기타,애니메이션,전체관람가,기타,,9,43,0,5256
기타,11,4,45,106,스페인,기타,드라마,청소년관람불가,기타,,7,0,0,5249
기타,5,2,19,105,한국,기타,다큐멘터리,전체관람가,기타,0,11,195,0,5247
기타,12,4,51,81,스페인,기타,다큐멘터리,청소년관람불가,기타,,4,201,0,5246
기타,10,4,41,88,미국,기타,SF,15세이상관람가,기타,,18,0,0,5240
기타,5,2,19,104,프랑스,기타,코미디,15세이상관람가,기타,,11,0,0,5226
기타,10,4,44,118,중국,기타,판타지,15세이상관람가,기타,,103,0,0,5220
기타,8,3,33,106,미국,기타,SF,15세이상관람가,기타,,176,261,0,5212
기타,1,1,3,96,스페인,기타,드라마,청소년관람불가,기타,,0,0,0,5210
기타,4,2,15,91,미국,기타,코미디,12세이상관람가,기타,,20,0,0,5194
데이빗 레이치,1,1,1,118,미국,이십세기폭스코리아(주),액션,12세이상관람가,라이언 레이놀즈,0,21,135,0,5191
기타,10,4,44,95,중국,기타,액션,15세이상관람가,기타,,1,0,0,5190
기타,5,2,20,116,한국,씨제이이앤엠(주),드라마,청소년관람불가,기타,0,77,659,0,5187
기타,1,1,3,114,한국,기타,범죄,15세이상관람가,기타,,254,1324,0,5163
기타,12,4,49,94,한국,기타,코미디,15세이상관람가,기타,0,56,972,0,5163
기타,7,3,31,95,미국,기타,액션,청소년관람불가,기타,,103,0,0,5161
기타,1,1,1,93,아이슬란드,기타,드라마,청소년관람불가,기타,,3,29,0,5155
기타,4,2,16,121,미국,기타,드라마,15세이상관람가,기타,,93,0,0,5149
기타,11,4,47,101,캐나다,기타,드라마,청소년관람불가,기타,0,17,0,0,5133
기타,3,1,11,129,미국,기타,공연,15세이상관람가,베네딕트 컴버배치,,1,9,0,5123
로버트 로드리게즈,11,4,47,107,미국,기타,코미디,청소년관람불가,기타,1,92,0,0,5115
기타,10,4,43,111,미국,기타,범죄,청소년관람불가,기타,,141,0,0,5108
기타,8,3,34,82,홍콩,기타,애니메이션,전체관람가,기타,,41,0,0,5104
기타,2,1,9,89,일본,기타,액션,전체관람가,기타,,75,178,0,5103
기타,2,1,5,89,프랑스,씨제이엔터테인먼트,코미디,12세이상관람가,기타,,57,0,0,5102
기타,11,4,48,88,한국,기타,스릴러,청소년관람불가,기타,0,20,0,0,5100
기타,8,3,35,109,일본,기타,액션,12세이상관람가,기타,,174,3640,1,5097
기타,4,2,17,109,프랑스,기타,멜로,청소년관람불가,기타,,105,0,0,5092
기타,10,4,44,93,홍콩,기타,코미디,청소년관람불가,기타,,19,0,0,5085
기타,5,2,22,76,영국,기타,애니메이션,전체관람가,기타,,34,0,0,5085
기타,1,1,5,90,미국,기타,액션,청소년관람불가,기타,,1,0,0,5078
기타,9,3,37,131,홍콩,기타,액션,15세이상관람가,기타,0,132,453,0,5077
기타,3,1,12,75,한국,기타,가족,12세이상관람가,기타,0,13,212,0,5075
기타,9,3,39,133,프랑스,기타,드라마,15세이상관람가,기타,,22,203,0,5073
기타,8,3,33,107,미국,기타,공포,15세이상관람가,기타,,55,0,0,5070
기타,12,4,49,80,한국,기타,드라마,청소년관람불가,기타,0,10,0,0,5067
기타,11,4,48,103,스페인,기타,액션,청소년관람불가,기타,,3,0,0,5063
기타,10,4,42,108,러시아,기타,액션,15세이상관람가,기타,,117,166,0,5058
기타,9,3,38,91,캐나다,기타,드라마,청소년관람불가,기타,0,34,636,0,5056
기타,10,4,42,92,한국,기타,스릴러,청소년관람불가,기타,0,12,0,0,5051
기타,3,1,10,90,한국,기타,다큐멘터리,12세이상관람가,기타,0,78,0,0,5049
기타,1,1,2,89,스페인,기타,멜로,청소년관람불가,기타,,0,0,0,5044
기타,10,4,44,98,한국,기타,드라마,청소년관람불가,기타,0,36,156,0,5043
기타,11,4,47,86,러시아,기타,멜로,청소년관람불가,기타,,1,0,0,5033
기타,11,4,46,151,기타,기타,전쟁,청소년관람불가,기타,,0,0,0,5032
기타,11,4,45,99,중국,기타,액션,15세이상관람가,기타,,5,0,0,5030
기타,11,4,45,99,아일랜드,기타,미스터리,15세이상관람가,기타,,5,0,0,5030
기타,2,1,7,111,영국,기타,뮤지컬,15세이상관람가,기타,,83,444,0,5029
기타,11,4,48,100,일본,기타,코미디,12세이상관람가,기타,1,54,1472,0,5029
기타,1,1,4,91,프랑스,기타,드라마,12세이상관람가,기타,0,111,279,0,5028
기타,1,1,2,90,미국,기타,다큐멘터리,전체관람가,기타,0,65,0,0,5024
기타,11,4,46,113,중국,기타,액션,청소년관람불가,기타,,31,0,0,5022
기타,1,1,3,96,한국,기타,멜로,청소년관람불가,기타,0,23,0,0,5021
기타,1,1,4,94,미국,기타,코미디,청소년관람불가,기타,,0,0,0,5017
기타,4,2,15,89,프랑스,씨너스엔터테인먼트(주),액션,15세이상관람가,기타,0,21,46,0,5015
기타,12,4,52,92,스페인,기타,드라마,청소년관람불가,기타,,0,19,0,5005
기타,9,3,36,109,한국,기타,다큐멘터리,12세이상관람가,기타,0,8,112,0,5002
기타,1,1,1,123,미국,기타,드라마,15세이상관람가,기타,,13,0,0,5001
기타,12,4,51,98,한국,기타,드라마,15세이상관람가,기타,0,23,0,0,4991
기타,5,2,20,77,일본,기타,애니메이션,전체관람가,기타,,34,176,0,4985
기타,6,2,25,93,한국,기타,다큐멘터리,12세이상관람가,기타,0,222,328,0,4980
기타,4,2,17,108,덴마크,기타,전쟁,15세이상관람가,기타,,26,0,0,4978
기타,6,2,23,91,영국,기타,드라마,12세이상관람가,기타,,60,137,0,4967
기타,6,2,26,94,독일,기타,드라마,15세이상관람가,기타,,21,0,0,4960
기타,3,1,9,98,한국,기타,드라마,15세이상관람가,기타,0,30,630,0,4959
기타,7,3,29,99,영국,기타,액션,15세이상관람가,기타,0,110,278,0,4958
기타,4,2,14,127,미국,기타,드라마,12세이상관람가,기타,0,17,258,0,4955
기타,8,3,34,99,영국,기타,코미디,청소년관람불가,기타,,0,0,0,4947
기타,5,2,21,91,한국,롯데쇼핑㈜롯데엔터테인먼트,다큐멘터리,전체관람가,기타,,14,0,0,4946
기타,10,4,41,205,미국,기타,다큐멘터리,전체관람가,기타,0,7,83,0,4945
기타,3,1,13,102,호주,기타,범죄,15세이상관람가,기타,,11,166,0,4936
기타,6,2,22,79,한국,CGV아트하우스,드라마,청소년관람불가,기타,0,50,635,0,4934
기타,10,4,40,93,프랑스,기타,멜로,15세이상관람가,기타,,3,0,0,4924
기타,7,3,30,98,영국,기타,다큐멘터리,전체관람가,기타,,9,221,0,4924
기타,5,2,18,82,프랑스,기타,애니메이션,전체관람가,기타,,14,0,0,4923
기타,11,4,47,96,미국,기타,코미디,15세이상관람가,기타,,155,347,0,4921
기타,8,3,32,111,호주,기타,미스터리,청소년관람불가,기타,,40,362,0,4916
기타,4,2,17,142,중국,기타,전쟁,15세이상관람가,기타,,3,50,0,4910
기타,1,1,2,103,한국,기타,드라마,15세이상관람가,기타,0,41,682,0,4881
기타,12,4,51,92,호주,기타,애니메이션,12세이상관람가,기타,,26,0,0,4873
기타,11,4,47,125,영국,기타,드라마,12세이상관람가,기타,0,7,148,0,4871
기타,7,3,29,120,캐나다,기타,멜로,청소년관람불가,기타,,4,0,0,4869
기타,11,4,48,107,영국,기타,전쟁,15세이상관람가,기타,,30,165,0,4861
기타,8,3,32,127,기타,기타,드라마,15세이상관람가,기타,0,24,234,0,4854
기타,7,3,28,109,프랑스,기타,드라마,15세이상관람가,기타,0,3,20,0,4846
기타,1,1,3,120,일본,기타,드라마,15세이상관람가,기타,0,109,164,0,4845
기타,5,2,21,111,한국,기타,범죄,15세이상관람가,기타,0,368,1187,0,4836
기타,5,2,19,126,일본,기타,애니메이션,15세이상관람가,기타,,19,0,1,4824
기타,8,3,33,98,한국,기타,다큐멘터리,15세이상관람가,기타,0,12,143,0,4819
기타,4,2,15,101,일본,기타,애니메이션,전체관람가,기타,,36,139,0,4812
기타,11,4,47,113,미국,기타,다큐멘터리,12세이상관람가,기타,0,30,262,0,4804
기타,5,2,21,121,스페인,기타,코미디,청소년관람불가,기타,,81,245,0,4778
기타,12,4,48,100,한국,기타,다큐멘터리,전체관람가,기타,,8,0,0,4771
기타,7,3,30,86,한국,기타,드라마,청소년관람불가,기타,0,4,81,0,4770
기타,7,3,27,125,한국,기타,드라마,12세이상관람가,기타,0,23,142,0,4762
기타,8,3,33,92,한국,기타,다큐멘터리,전체관람가,기타,0,27,0,0,4756
기타,4,2,16,101,중국,기타,액션,15세이상관람가,기타,,43,169,0,4754
기타,1,1,2,88,일본,(주)넥스트엔터테인먼트월드(NEW),애니메이션,전체관람가,기타,,11,0,0,4753
기타,5,2,18,75,독일,(주)시너지하우스 (시너지),가족,전체관람가,기타,,18,0,0,4747
기타,4,2,17,84,프랑스,기타,스릴러,15세이상관람가,기타,,23,0,1,4735
기타,12,4,51,94,한국,기타,다큐멘터리,15세이상관람가,기타,0,93,213,0,4731
기타,10,4,41,87,한국,기타,드라마,12세이상관람가,기타,0,14,0,0,4728
기타,12,4,49,89,일본,기타,애니메이션,12세이상관람가,기타,0,449,0,0,4726
기타,4,2,17,109,미국,기타,드라마,청소년관람불가,기타,,53,373,0,4726
기타,1,1,5,76,프랑스,기타,드라마,청소년관람불가,기타,,16,114,0,4721
기타,2,1,7,50,일본,기타,애니메이션,전체관람가,기타,,97,364,0,4709
기타,12,4,50,105,한국,기타,다큐멘터리,전체관람가,기타,,33,0,0,4695
기타,8,3,35,103,미국,기타,코미디,청소년관람불가,기타,,107,239,0,4692
